index,id,name,description,group_id,group_description
3311,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.05,Diabetes-related distress
3312,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.06,HbA1c
3313,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.07,Health-related quality of life
3314,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.08,Self-efficacy
3315,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.09,Socioeconomic effects
3316,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,All-cause mortality
3317,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.03,Blood pressure
3318,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.04,Diabetes-related complications
3319,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.05,Diabetes-related distress
3320,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.06,HbA1c
3321,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.08,Self-efficacy
3322,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.09,Socioeconomic effects
3323,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.03,Blood pressure
3324,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.04,Diabetes-related complications
3325,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.05,Diabetes-related distress
3326,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.06,HbA1c
3327,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.07,Health-realted quality of life
3328,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.08,Self-efficacy
3329,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.09,Socioeconomic effects
3330,QIT-08,Blinding of provider,-1,-1,-1
3331,QIT-09,Blinding of participant,-1,-1,-1
3332,QIT-09,Source of funding,Reporting bias due to source of funding,-1,-1
3333,QIT-08,Random sequence generation (Selection bias),Score “Low risk” if a random component in the sequence generation process is described (e.g. Referring to a random number table). Score “High risk” when a nonrandom method is used (e.g. performed by date of admission). Non-randomised trials and controlled before-after studies should be scored “High risk”. Score “Unclear risk” if not specified in the paper,-1,-1
3334,QIT-11,Allocation concealment (Selection bias),"Score “Low risk” if the unit of allocation was by institution, team or professional and allocation was performed on all units at the start of the study; or if the unit of allocation was by patient or episode of care and there was some form of centralised randomisation scheme, an on-site computer systemor sealed opaque envelopes were used. Controlled before-after studies should be scored “High risk”. Score “Unclear risk” if not specified in the paper",-1,-1
3335,QIT-13,Baseline characteristics similar (Selection bias),Score “Low risk” if baseline characteristics of the study and control providers are reported and similar. Score “Unclear risk” if it is not clear in the paper (e.g. characteristics are mentioned in textbut no data were presented). Score “High risk” if there is no report of characteristics in text or tables or if there are differences between control and intervention providers. Note that in some casesimbalance in patient characteristics may be due to recruitment bias whereby the provider wasresponsible for recruiting patients into the trial,-1,-1
3336,QIT-12,Baseline outcome measurements similar (Selection bias),"Score “Low risk” if performance or patient outcomes were measured prior to the intervention, and no important differences were present across study groups. In randomised trials, score “Low risk” if imbalanced but appropriate adjusted analysis was performed (e.g. Analysis of covariance). Score “High risk” if important differences were present and not adjusted for in analysis. If randomised trials have no baseline measure of outcome, score “Unclear risk”. Each primary outcome can be assessed separately if necessary. If “Unclear risk” or “High risk”, but there is sufficient data in the paper to do an adjusted analysis (e.g. Baseline adjustment analysis or Intention to treat analysis) the criteria should be re scored as “Low risk”",-1,-1
3337,QIT-14,Blinding of participants and personnel (Performance bias),"(Score ""Low risk"" if there was no blinding or incomplete blinding, but the review authors judge that the outcome is not likely to be influenced by lack of blinding; or if Blinding of participants and key study personnel ensured, and unlikely that the blinding could have been broken. Score ""high risk"" if there is no blinding or incomplete blinding, and the outcome is likely to be influenced by lack of blinding; or if blinding of key study participants and personnel attempted, but likely that the blinding could have been broken, and the outcome is likely to be influenced by lack of blinding. Score ""unclear risk"" if there is insufficient information in the paper or if the study did not address the outcome. Can be assessed per outcome /outcome group, if necessary",-1,-1
3338,QIT-15,Blinding of outcome assessment (Detection bias),"Score “Low risk” if the authors state explicitly that the primary outcome variables were assessedblindly, or the outcomes are objective, e.g. length of hospital stay. Primary outcomes are those variables that correspond to the primary hypothesis or question as defined by the authors. Score “High risk” if the outcomes were not assessed blindly. Score “Unclear risk” if not specified in the paper. Can be assessed per outcome /outcome group, if necessary",-1,-1
3339,QIT-16,Protection against contamination (Performance bias),"Score “Low risk” if allocation was by community, institution or practice and it is unlikely that the control group received the intervention. Score “High risk” if it is likely that the control group received the intervention (e.g. if patients rather than professional s were randomised). Score“Unclear risk” if professionals were allocated within a clinic or practice and it is possible that communication between intervention and control professionals could have occurred (e.g. physicianswithin practices were allocated to intervention or control",-1,-1
3340,QIT-10,Incomplete outcome data (Attrition bias),Score “Low risk” if missing outcome measures were unlikely to bias the results (e.g. the proportionof missing data was similar in the intervention and control groups or the proportion of missing datawas less than the effect size i.e. unlikely to overturn the study result). Score “High risk” if missingoutcome data was likely to bias the results. Score “Unclear risk” if not specified in the paper (Do not assume 100% follow up unless stated explicitly). Each primary outcome can be scored separately if necessary.,-1,-1
3341,QIT-09,Selective outcome reporting (Reporting bias),Score “Low risk” if there is no evidence that outcomes were selectively reported (e.g. all relevantoutcomes in the methods section are reported in the results section). Score “High risk” if someimportant outcomes are subsequently omitted from the results. Score “Unclear risk” if not specifiedin the paper.,-1,-1
3342,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Milk volume outcomes
3343,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Self reported outcomes (adverse effects and measures of maternal psychological status)
3344,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.04,Infant weight outcomes
3345,QIT-08,Recruitment bias (cluster trials only),-1,-1,-1
3346,QIT-10,Blinding (outcome assessment patient-reported outcomes),-1,-1,-1
3347,QIT-09,Blinding (outcome assessment adverse events),-1,-1,-1
3348,QIT-08,Blinding (outcome assessor OS),-1,-1,-1
3349,QIT-12,Sequence Generation,Describe the method used to generate the allocation sequence in sufficient detail to allow an assessment of whether it should produce comparable groups.,-1,-1
3350,QIT-16,Allocation concealment,"Describe the method used to conceal the allocation sequence in sufficient detail to determine wether intervention allocations could have been foreseen in advance of, during, enrolement.",-1,-1
3351,QIT-13,Blinding of outcome assessors,"Describe all measures used, if any to blind outcome assessors from knowledge of which intervention a participant received. Provide any information relating to whether the intended blinding was effective.",QIG-13.01,All outcomes
3352,QIT-15,Incomplete outcome data,"Describe the completeness of outcome data for each main outcome, including attrition and exlusions from the analysis. State whether attrition and exclusions were reported, the numbers in each intervention group (compared with total randomized participants), reasons for attrition/exclusions where reported, and any re-inclusions in analyses performed by the review authors.",QIG-15.01,All outcomes
3353,QIT-11,Recruitment bias (cluster RCTs only),Assess whether recruitment occurred after randomisation of clusters,-1,-1
3354,QIT-18,Balanced baseline characteristics? (cluster RCTs only),"Were groups balanced at baseline? Clinic, provider, patient characteristics",-1,-1
3355,QIT-19,Adjustment for clustering in analysis? (cluster RCTs only),Was adjustment for clustered data conducted in the analysis?,-1,-1
3356,QIT-20,Other bias,-1,-1,-1
3357,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.01,Self-Report Outcomes
3358,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Observer/Interview-Rated Outcomes
3359,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Falls and fallers
3360,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Fractures
3361,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Falls
3362,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,Fallers
3363,QIT-08,Method of ascertaining falls (recall bias),Relating to the bias in the recall of falls due to unreliable methods of ascertainment.,QIG-08.01,Falls and fallers
3364,QIT-08,Overall bias assessment (mortality),-1,-1,-1
3365,QIT-08,Baseline outcome measurements similar,-1,-1,-1
3366,QIT-09,Baseline characteristics similar,-1,-1,-1
3367,QIT-10,Was study protected against contamination,-1,-1,-1
3368,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,Parasitaemia
3369,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.02,Clinical malaria
3370,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.03,Time to first infection
3371,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.04,Anaemia
3372,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.05,All-cause fever
3373,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.06,Compliance
3374,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.07,Reduction in mosquitoes attempting to feed on humans
3375,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.08,Adverse events
3376,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Parasitaemia
3377,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Time to first infection
3378,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.03,Compliance
3379,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.04,All-cause fever
3380,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.06,Adverse events
3381,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.07,Reduction in mosquitoes attempting to feed on humans
3382,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.08,Clinical malaria
3383,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.09,Anaemia
3384,QIT-08,Study size,-1,-1,-1
3385,QIT-11,Baseline imbalance (cluster trials only),-1,-1,-1
3386,QIT-09,Loss of clusters (cluster trials only),-1,-1,-1
3387,QIT-10,Incorrect analysis (cluster trials only),-1,-1,-1
3388,QIT-09,Confounding NRS,-1,-1,-1
3389,QIT-10,Selection Bias NRS,-1,-1,-1
3390,QIT-08,For-profit bias,-1,-1,-1
3391,QIT-09,Transparent and clearly stated aims,"{'BR': [None, None], '#text': 'Aims and objectives clearly stated.High bias if not stated; Medium bias if inferred by reader; Low bias if stated'}",-1,-1
3392,QIT-10,Explicit theories underpinning and/or literature review,"{'BR': [None, None], '#text': 'Whether the study adopted a stated theoretical framework and/or introduced a literature to support themes of process evaluationHigh bias if not stated; Medium bias if inferred by reader; Low bias if stated'}",-1,-1
3393,QIT-11,Transparent and clearly stated methods and tools,"{'BR': [None, None], '#text': 'Methods (i.e. overall approach to data collection) and tools (including origin) clearly stated.High bias if not stated; Medium bias if inferred by reader; Low bias if stated'}",-1,-1
3394,QIT-12,Selective reporting,"{'BR': [None, None], '#text': 'State how the possibility of selective outcome reporting was examined by the review authors, and what was found. Reporting bias due to selective outcome reporting.High bias if measures of interest not reported as stated in aims and objectives; Medium bias if aims and objective not clearly stated but clear that all expected indicators included; Low bias if stated indicators of interest reported on'}",-1,-1
3395,QIT-13,Harmful effects,"{'BR': [None, None], '#text': 'State whether possibility of negative outcomes or unexpected outcomes/implementation factors occurring were addressed by the study authors in the process evaluation, and record what was found.High bias if authors did not address in the study; Medium bias if inferred by reader; Low bias if stated and addressed'}",-1,-1
3396,QIT-14,Population and sample described well,"{'BR': [None, None], '#text': 'State whether information about the intervention participants and any sampling and recruitment that occurred presentedHigh bias if not stated; Medium bias if inferred by reader; Low bias if stated'}",-1,-1
3397,QIT-15,Continuous evaluation,"{'BR': [None, None, None, None, None], '#text': 'State whether evaluation study design captures all participants including attritersHigh bias if post-intervention design only or not clearLow bias if concurrent process evaluationMedium bias for other designs (pre- and post-)'}",-1,-1
3398,QIT-16,Evaluation participation equity and sampling,"{'BR': [None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#text': 'Steps to increase rigour in evaluation:Were all relevant stakeholders active participants in the process evaluation?Was the sampling strategy adequate and were attempts made to weight the data to account for any imbalances?Overall, did the evaluation strategy ensure equity in terms of participation and sampling?High bias if no steps takenMedium bias if some steps takenLow bias if all steps takenUnclear/not reported also an option'}",-1,-1
3399,QIT-17,Design and methods overall approach,"{'BR': [None, None, None, None], '#text': 'Did the evaluation take into account multiple sources of evidence/employ multiple methods at multiple time-pointsHigh bias if reliance on one source of evidenceMedium bias if multiple sources of evidence supporting limited number conclusionsLow bias if multiple sources of evidence supporting most conclusions'}",-1,-1
3400,QIT-18,Tools and methods of data collection reliable/credible,"{'BR': [None, None, None, None, None], '#text': 'Were data collection methods piloted? Was the data collection method documented and audited? Were data collection instruments validated in the case of quantitative measures? Was the data collection comprehensive enough/flexible enough or sensitive enough to provide a complete and rich description and evaluation of the processes undertaken in the intervention?High bias if no steps taken to address pointsMedium bias if some steps takenLow bias if all relevant steps taken'}",-1,-1
3401,QIT-19,Tools and methods of data analysis reliable/credible,"{'BR': [None, None, None, None], '#text': 'Were the data analysis methods appropriate to the data collected? Were the data analysis measures systematic? Were normal measures around assessing credibility of findings employed (e.g. exploring negative cases in qualitative data) or significance testing in quantitative data)High bias if no steps taken to address pointsMedium bias if some steps taken but not fully addressed (e.g. univariate/bivariate but not multivariate analysis)'}",-1,-1
3402,QIT-20,Performance bias/neutrality/credibility/conformability,"{'BR': [None, None, None, None], '#text': 'Was attention given to negative cases and outcomes? Was the data collection/analysis carried out by different researchers to those delivering the intervention? Was reassurance given to participants with regards to confidentiality? In the case of qualitative methods was the impact of the researcher assessed?High bias if no steps taken to addressMedium bias if some steps takenLow bias if all relevant steps taken'}",-1,-1
3403,QIT-21,Reliability of findings and recommendations,"{'BR': [None, None, None, None], '#text': 'Were the findings of the process evaluation supported by the data: e.g. were enough data presented to show how the author arrived at their findings; e.g. for quantitative were descriptive and multivariate weighted and unweighted estimated provided and for qualitative were quotes included to support judgements madeHigh bias if no steps taken to addressMedium bias if some steps takenLow bias if all relevant steps taken'}",-1,-1
3404,QIT-22,Transferability of findings,"{'BR': [None, None, None, None, None, None], '#text': 'Did authors assess the transferability of their findings to future studies/trials? Overall, was the information provided rich enough to identify the facilitators and barriers to running similar interventions in future?High bias if no steps taken to addressMedium bias if some steps takenLow bias if all relevant steps taken and rich information provided'}",-1,-1
3405,QIT-23,Overall risk of bias of process evaluation,-1,-1,-1
3406,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Short-term outcomes
3407,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Long-term outcomes
3408,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Short-term outcomes
3409,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,Long-term outcomes
3410,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,Implementation outcome
3411,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Implementation outcome
3412,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Implementation outcome
3413,QIT-08,Recruitment to cluster,-1,-1,-1
3414,QIT-10,Loss of cluster,-1,-1,-1
3415,QIT-12,Compatibility with individually randomised RCTs,-1,-1,-1
3416,QIT-13,Potential confounding,-1,-1,-1
3417,QIT-18,Overall risk of bias assessment,Study level risk of bias assessment,-1,-1
3418,QIT-08,Objective assessment of blood loss,"[{'BR': [None, None], '#text': 'Method of measuring blood loss. • low risk of other bias (objective measurements such as weighing sponges, measurements in drapes, volumetric assessment, tagged red cells, etc);• high risk of other bias (subjective measurement such as clinical or visual estimates); or'}, '• unclear risk of other bias (unspecified methods of measurement).']",-1,-1
3419,QIT-09,Intention to treat analysis,-1,-1,-1
3420,QIT-10,Funding source,-1,-1,-1
3421,QIT-10,Similarity of outcome measures at baseline,-1,-1,-1
3422,QIT-11,Similarity of baseline characteristics,-1,-1,-1
3423,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Treatment acceptability (attrition)
3424,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,All non-attrition outcomes
3425,QIT-08,Other bias: equivalence of baseline characteristics (selection bias),"Baseline age, gender, and baseline substance use",-1,-1
3426,QIT-10,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-10.01,CVD outcomes
3427,QIT-10,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-10.02,All-cause mortality
3428,QIT-08,Stated aim to reduce SFA,The study stated an aim to reduce saturated fat intake,-1,-1
3429,QIT-11,Achieved SFA reduction,The SFA intake in the intervention group was less than 80% of the SFA intake in the control group.,-1,-1
3430,QIT-12,Achieved TC reduction,"Total cholesterol (or LDL cholesterol if TC not reported) was statistically significantly lower in intervention than control groups (or if no variance reported, was at least 0.2mmol/L lower).",-1,-1
3431,QIT-08,Blinding of participants (detection bias),-1,-1,-1
3432,QIT-09,Blinding of personnel (detection bias),-1,-1,-1
3433,QIT-08,Reliability of outcome measures (measurement bias),Measurement bias due to inaccurate or inadequately calibrated measurement of outcomes,-1,-1
3434,QIT-09,Group comparability (selection bias),Selection bias (biased allocation to interventions) due to systematic differences in characteristics between those in intervention and control groups,-1,-1
3435,QIT-10,Contamination (contamination bias),Contamination bias due to members of the control group being inadvertently exposed to the intervention,-1,-1
3436,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,All outcomes
3437,QIT-08,Size,Studies are at low risk of bias (200 participants or more per treatment arm); unclear risk of bias (50 to 199 participants per treatment arm); or high risk of bias (fewer than 50 participants per treatment arm),-1,-1
3438,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.02,Participant-reported outcomes
3439,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.03,Objective outcomes
3440,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.02,Participant-reported outcomes
3441,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.03,Objective outcomes
3442,QIT-08,Masking of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,-1,-1
3443,QIT-08,Therapist qualification,-1,-1,-1
3444,QIT-10,Therapist/investigator allegiance,-1,-1,-1
3445,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.03,objective outcomes
3446,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.01,All outcomes except retention in treatment
3447,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,primary outcome
3448,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.02,secondary outcomes
3449,QIT-08,Blinding of outcome assessment for self-reported outcomes,-1,-1,-1
3450,QIT-09,Blinding of outcome assessment for objective outcomes,-1,-1,-1
3451,QIT-08,Blinding,-1,QIG-08.01,participants and personnel (performance bias)
3452,QIT-08,Blinding,-1,QIG-08.02,outcome assessors (detection bias): healing outcomes
3453,QIT-08,Blinding,-1,QIG-08.03,outcome assessors (detection bias): adverse events
3454,QIT-08,Blinding,-1,QIG-08.04,outcome assessors (detection bias): secondary outcomes
3455,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,healing/secondary
3456,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,adverse events
3457,QIT-09,-1,-1,QIG-09.01,Selective reporting (reporting bias)
3458,QIT-09,-1,-1,QIG-09.02,Other bias
3459,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Death before discharge to home
3460,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,Length of hospital stay
3461,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Investigator- assessed
3462,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Participant-reported
3463,QIT-09,Selection bias,"Combination of allocation concealment, sequence generation and baseline comparability",-1,-1
3464,QIT-08,Other bias,Bias due to unit of analysis and any other bias not reported elsewhere,QIG-08.01,unit of analysis
3465,QIT-08,Other bias,Bias due to unit of analysis and any other bias not reported elsewhere,QIG-08.02,additional
3466,QIT-10,ALL-DOMAIN RISK OF BIAS,-1,-1,-1
3467,QIT-11,ALL-DOMAIN RISK OF BIAS 2,-1,-1,-1
3468,QIT-09,Incomplete outcome data (participant exclusion from analysis),Participants analysed in group to which they were allocated?,-1,-1
3469,QIT-08,Size of study,-1,-1,-1
3470,QIT-03,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-03.01,subjective outcomes
3471,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,subjective outcomes
3472,QIT-08,Blinding of personnel/care provider (performance bias),Performance bias due to knowledge of the allocated interventions by personnel/care providers during the study,QIG-08.01,All outcomes
3473,QIT-09,Intention-to-treat analysis,-1,-1,-1
3474,QIT-10,Group similarity at baseline (selection bias),Bias due to disimilarity at baseline for the most important prognostic indicators,-1,-1
3475,QIT-11,Co-interventions (performance bias),Bias because co-intervention were different across groups,-1,-1
3476,QIT-12,Compliance (performance bias),Bias due to inappropriate compliance with interventions across groups,-1,-1
3477,QIT-13,Timing of outcome assessment (detection bias),Bias because important outcome were not mesured at the same time across groups,-1,-1
3478,QIT-12,Comparability with individually randomised trials,-1,-1,-1
3479,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.08,Subjective outcomes
3480,QIT-07,Blinding of participants and personnel (performance bias),Performance bias due to knowledge of the allocated interventions by participants and personnel during the study,QIG-07.09,Objective outcomes
3481,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.08,Subjective outcomes
3482,QIT-08,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-08.09,Objective outcome
3483,QIT-04,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-04.08,Objective outcomes
3484,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.01,Of participants
3485,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.02,Of personnel
3486,QIT-03,Blinding (performance bias and detection bias),Performance bias or detection bias due to knowledge of the allocated interventions after assignment,QIG-03.03,Of outcome assessors
3487,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.02,Objective outcomes
3488,QIT-08,Non-RCT overall judgement,-1,-1,-1
3489,QIT-08,Size,low risk of bias (200 participants or more per treatment arm); unclear risk of bias (50 to 199 participants per treatment arm); high risk of bias (fewer than 50 participants per treatment arm).,-1,-1
3490,QIT-09,Blinding of outcome assessment (detection bias): Objective outcomes,-1,QIG-09.01,All outcomes
3491,QIT-08,Blinding of outcome assessment (detection bias): Subjective outcomes,-1,QIG-08.01,All outcomes
3492,QIT-12,Intervention independent of other changes (ITS),-1,-1,-1
3493,QIT-13,Shape of intervention effect pre-specified (ITS),-1,-1,-1
3494,QIT-14,Intervention unlikely to affect data collection (ITS),-1,-1,-1
3495,QIT-08,Baseline characteristics of providers similar (selection bias),-1,-1,-1
3496,QIT-09,Baseline characteristics of patients similar (selection bias),-1,-1,-1
3497,QIT-10,Baseline outcome measurements similar (selection bias),-1,-1,-1
3498,QIT-11,Contamination protection (contamination bias),-1,-1,-1
3499,QIT-08,Size,-1,-1,-1
3500,QIT-08,Size of study (biases confounded by small size),-1,-1,-1
3501,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.01,Number of nocturnal voids
3502,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.02,QoL
3503,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.03,Duration of first sleep episode
3504,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.04,Time to first void
3505,QIT-05,Incomplete outcome data (attrition bias),"Attrition bias due to amount, nature or handling of incomplete outcome data",QIG-05.07,Major adverse events/minor adverse events/treatment withdrawal due to adverse event
3506,QIT-10,Imbalance in baseline characteristics across arms (confounding),-1,-1,-1
3507,QIT-11,Incomplete outcome data (attrition bias) for outcomes other than QoL,-1,-1,-1
3508,QIT-09,Incomplete outcome data (attrition bias) for QoL outcome,-1,-1,-1
3509,QIT-04,Blinding of outcome assessment (detection bias),Detection bias due to knowledge of the allocated interventions by outcome assessors,QIG-04.01,Patient-reported outcomes
