index,review_code,title
976,CD009517,CD009517 v. 3.119 Endometrial injury in women undergoing in vitro fertilisation (IVF)
977,CD009532,CD009532 v. 2.0 Oral or parenteral iron supplementation to reduce deferral iron deficiency andor anaemia in blood 
978,CD009537,CD009537 v. 3.0 Interventions for preventing delirium in older people in institutional long-term care
979,CD009567,CD009567 v. 5.0 Interventions for treating acute high altitude illness
980,CD009568,CD009568 v. 2.0 Paediatric formulations of artemisinin-based combination therapies for treating uncomplicated malari
981,CD009576,CD009576 v. 2.98 Antibiotic therapy versus no antibiotic therapy for children aged 2 to 59 months with WHO-defined no
982,CD009577,CD009577 v. 5.2 Long-acting FSH versus daily FSH for women undergoing assisted reproduction
983,CD009580,CD009580 v. 3.0 Fibrates for secondary prevention of cardiovascular disease and stroke
984,CD009585,CD009585 v. 2.5 Addition of anti-leukotriene agents to inhaled corticosteroids in children with persistent asthma
985,CD009586,CD009586 v. 4.1 Systematic screening for the detection of atrial fibrillation
986,CD009595,CD009595 v. 5.0 Autogenic drainage for airway clearance in cystic fibrosis
987,CD009608,CD009608 v. 1.337 Cognitive behavioural therapy (group) for schizophrenia
988,CD009611,CD009611 v. 3.0 Intermittent versus daily inhaled corticosteroids for persistent asthma in children and adults
989,CD009612,CD009612 v. 2.0 Nasal decongestants in monotherapy for the common cold
990,CD009613,CD009613 v. 5.0 Techniques of monitoring blood glucose during pregnancy for women with pre-existing diabetes
991,CD009621,CD009621 v. 5.9 Fibrin sealants for the prevention of postoperative pancreatic fistula following pancreatic surgery
992,CD009629,CD009629 v. 4.0 Bipolar versus monopolar transurethral resection of the prostate for lower urinary tract symptoms se
993,CD009638,CD009638 v. 3.0 Modes of exercise training for intermittent claudication
994,CD009642,CD009642 v. 4.0 Continuous intravenous perioperative lidocaine infusion for postoperative pain and recovery in adult
995,CD009645,CD009645 v. 4.0 Transcranial direct current stimulation (tDCS) for improving activities of daily living and physica
996,CD009650,CD009650 v. 5.7 Interventions for the eradication of meticillin-resistant Staphylococcus aureus (MRSA) in people wit
997,CD009651,CD009651 v. 2.189 Interventions for treating fractures of the patella in adults
998,CD009652,CD009652 v. 2.0 Psychosocial interventions for benzodiazepine harmful use abuse or dependence
999,CD009660,CD009660 v. 7.1 Psychological interventions for parents of children and adolescents with chronic illness
1000,CD009670,CD009670 v. 5.2 Additional behavioural support as an adjunct to pharmacotherapy for smoking cessation
1001,CD009677,CD009677 v. 2.0 Mobile clinics for women's and children's health
1002,CD009678,CD009678 v. 2.0 Nutritional interventions for survivors of childhood cancer
1003,CD009699,CD009699 v. 2.0 Red blood cell transfusion for people undergoing hip fracture surgery
1004,CD009720,CD009720 v. 4.9 Oral stimulation for promoting oral feeding in preterm infants
1005,CD009727,CD009727 v. 2.0 Goal setting and strategies to enhance goal pursuit for adults with acquired disability participatin
1006,CD009728,CD009728 v. 4.0 Physical activity diet and other behavioural interventions for improving cognition and school achie
1007,CD009729,CD009729 v. 2.0 Over the counter (OTC) artificial tear drops for dry eye syndrome
1008,CD009744,CD009744 v. 2.0 Niacin for primary and secondary prevention of cardiovascular events
1009,CD009745,CD009745 v. 2.2 Leukoreduction for the prevention of adverse reactions from allogeneic blood transfusion
1010,CD009747,CD009747 v. 3.0 Daily iron supplementation for improving anaemia iron status and health in menstruating women
1011,CD009749,CD009749 v. 2.0 Androgens (dehydroepiandrosterone or testosterone) for women undergoing assisted reproduction
1012,CD009752,CD009752 v. 2.0 Red cell transfusion management for patients undergoing cardiac surgery for congenital heart disease
1013,CD009753,CD009753 v. 3.0 Fibrates for primary prevention of cardiovascular disease events
1014,CD009758,CD009758 v. 2.0 Interventions for the prevention of recurrent erysipelas and cellulitis
1015,CD009760,CD009760 v. 4.0 Transcranial direct current stimulation (tDCS) for improving aphasia in adults with aphasia after st
1016,CD009764,CD009764 v. 4.0 Prophylactic antibiotic therapy for chronic obstructive pulmonary disease (COPD)
1017,CD009774,CD009774 v. 3.0 Parent-mediated early intervention for young children with autism spectrum disorders (ASD)
1018,CD009780,CD009780 v. 3.3 Implementation of treatment guidelines for specialist mental health care
1019,CD009782,CD009782 v. 2.0 Anti-vascular endothelial growth factor for control of wound healing in glaucoma surgery
1020,CD009783,CD009783 v. 6.0 Interventions for preventing intensive care unit delirium in adults
1021,CD009789,CD009789 v. 2.0 Antioxidants for preventing and reducing muscle soreness after exercise
1022,CD009790,CD009790 v. 2.0 Exercise therapy for chronic low back pain
1023,CD009796,CD009796 v. 3.0 Cognitive behavioural therapies for fibromyalgia
1024,CD009799,CD009799 v. 2.3 Laser-assisted subepithelial keratectomy (LASEK) versus photorefractive keratectomy (PRK) for correc
1025,CD009812,CD009812 v. 2.10 Personally tailored activities for improving psychosocial outcomes for people with dementia in long-
1026,CD009814,CD009814 v. 2.0 Trocar types in laparoscopy
1027,CD009825,CD009825 v. 4.0 Mediterranean-style diet for the primary and secondary prevention of cardiovascular disease
1028,CD009834,CD009834 v. 4.0 Antibiotics for persistent cough or wheeze following acute bronchiolitis in children
1029,CD009840,CD009840 v. 2.2 Supportive interventions for enhancing dietary intake in malnourished or nutritionally at-risk adult
1030,CD009841,CD009841 v. 3.0 Potentiators (specific therapies for class III and IV mutations) for cystic fibrosis
1031,CD009848,CD009848 v. 3.0 Exercise for reducing fear of falling in older people living in the community
1032,CD009861,CD009861 v. 4.3 Melatonin for preoperative and postoperative anxiety in adults
1033,CD009865,CD009865 v. 3.0 Celecoxib for osteoarthritis
1034,CD009868,CD009868 v. 3.0 Fixed-dose combination therapy for the prevention of atherosclerotic cardiovascular diseases
1035,CD009873,CD009873 v. 4.0 Massage with or without aromatherapy for symptom relief in people with cancer
1036,CD009882,CD009882 v. 3.0 Teriflunomide for multiple sclerosis
1037,CD009883,CD009883 v. 2.0 Thrombopoietin mimetics for patients with myelodysplastic syndromes
1038,CD009885,CD009885 v. 4.40 Methylphenidate for children and adolescents with attention deficit hyperactivity disorder (ADHD)
1039,CD009889,CD009889 v. 3.0 Nurse-led titration of angiotensin converting enzyme inhibitors beta-adrenergic blocking agents an
1040,CD009891,CD009891 v. 2.0 Warming of intravenous and irrigation fluids for preventing inadvertent perioperative hypothermia
1041,CD009899,CD009899 v. 1.0 Exercise and mobilisation interventions for carpal tunnel syndrome
1042,CD009902,CD009902 v. 2.0 Fortification of rice with vitamins and minerals for addressing micronutrient malnutrition
1043,CD009904,CD009904 v. 2.0 Continuous erythropoiesis receptor activator (CERA) for the anaemia of chronic kidney disease
1044,CD009905,CD009905 v. 2.1 Community coalition-driven interventions to reduce health disparities among racial and ethnic minori
1045,CD009912,CD009912 v. 5.0 Psychosocial interventions for informal caregivers of people living with cancer
1046,CD009921,CD009921 v. 2.2 Automated telephone communication systems for preventive healthcare and management of long-term cond
1047,CD009926,CD009926 v. 2.8 Subsidising artemisinin-based combination therapy in the private retail sector
1048,CD009927,CD009927 v. 4.1 Individual- family- and school-level interventions targeting multiple risk behaviours in young peo
1049,CD009934,CD009934 v. 2.0 Green and black tea for the primary prevention of cardiovascular disease
1050,CD009941,CD009941 v. 3.0 Femoral nerve blocks for acute postoperative pain after knee replacement surgery
1051,CD009953,CD009953 v. 2.0 Tai Chi for chronic obstructive pulmonary disease (COPD)
1052,CD009956,CD009956 v. 2.0 Exercise therapy for fatigue in multiple sclerosis
1053,CD009961,CD009961 v. 2.0 Treatment for preventing bleeding in people with haemophilia or other congenital bleeding disorders 
1054,CD009984,CD009984 v. 5.0 Psychological interventions for acute pain after open heart surgery
1055,CD009985,CD009985 v. 3.11 Reducing medication errors for adults in hospital settings
1056,CD009992,CD009992 v. 2.0 Topical antifungal treatments for tinea cruris and tinea corporis
1057,CD009993,CD009993 v. 2.0 Interleukin-1 inhibitors for acute gout
1058,CD010001,CD010001 v. 3.0 Vasodilators for women undergoing fertility treatment
1059,CD010003,CD010003 v. 1.49 Splinting for carpal tunnel syndrome
1060,CD010013,CD010013 v. 2.0 Smartphone and tablet self management apps for asthma
1061,CD010015,CD010015 v. 5.0 Omega 3 fatty acids for preventing or slowing the progression of age-related macular degeneration
1062,CD010031,CD010031 v. 3.0 Oral antifungal medication for toenail onychomycosis
1063,CD010037,CD010037 v. 3.0 Calcium supplementation for prevention of primary hypertension
1064,CD010038,CD010038 v. 3.0 Face-to-face interventions for informing or educating parents about early childhood vaccination
1065,CD010041,CD010041 v. 3.0 Interventions for supporting pregnant women's decision-making about mode of birth after a caesarean
1066,CD010061,CD010061 v. 4.12 Paracetamol (acetaminophen) for patent ductus arteriosus in preterm or low birth weight infants
1067,CD010063,CD010063 v. 2.0 Chromium picolinate supplementation for overweight or obese adults
1068,CD010068,CD010068 v. 2.4 Fortification of staple foods with vitamin A for vitamin A deficiency
1069,CD010069,CD010069 v. 4.4 Interventions for tophi in gout
1070,CD010070,CD010070 v. 2.158 Altered dietary salt intake for people with chronic kidney disease
1071,CD010072,CD010072 v. 3.0 Yoga for the primary prevention of cardiovascular disease
1072,CD010078,CD010078 v. 3.0 Pharmacological interventions for promoting smoking cessation during pregnancy
1073,CD010085,CD010085 v. 2.0 Maternal prenatal andor postnatal n-3 long chain polyunsaturated fatty acids (LCPUFA) supplementati
1074,CD010089,CD010089 v. 3.0 Influenza vaccines for preventing acute otitis media in infants and children
1075,CD010106,CD010106 v. 3.0 Drugs for the treatment of nausea and vomiting in adults in the emergency department setting
1076,CD010112,CD010112 v. 2.2 Polyunsaturated fatty acid supplementation in infancy for the prevention of allergy
1077,CD010115,CD010115 v. 4.0 Inhaled steroids and risk of pneumonia for chronic obstructive pulmonary disease
1078,CD010118,CD010118 v. 4.3 Preoperative physical therapy for elective cardiac surgery patients
1079,CD010120,CD010120 v. 4.8 Non-steroidal anti-inflammatory drugs for acute gout
1080,CD010123,CD010123 v. 2.0 Integrated management of childhood illness (IMCI) strategy for children under five
1081,CD010130,CD010130 v. 3.13 Biomarkers as point-of-care tests to guide prescription of antibiotics in people with acute respirat
1082,CD010137,CD010137 v. 2.0 Glucose targets for preventing diabetic kidney disease and its progression
1083,CD010140,CD010140 v. 2.0 Skin antisepsis for reducing central venous catheter-related infections
1084,CD010143,CD010143 v. 2.3 Surgery for Dupuytren's contracture of the fingers
1085,CD010152,CD010152 v. 8.0 Psychological therapies (Internet-delivered) for the management of chronic pain in adults
1086,CD010157,CD010157 v. 2.0 Behavioural interventions to promote workers' use of respiratory protective equipment
1087,CD010166,CD010166 v. 5.0 Population-level interventions in government jurisdictions for dietary sodium reduction
1088,CD010172,CD010172 v. 6.0 High-flow nasal cannulae for respiratory support in adult intensive care patients
1089,CD010176,CD010176 v. 3.38 Interventions for replacing missing teeth alveolar ridge preservation techniques for dental implant
1090,CD010177,CD010177 v. 2.0 Long-acting beta2-agonists for chronic obstructive pulmonary disease
1091,CD010192,CD010192 v. 7.3 Interventions for promoting habitual exercise in people living with and beyond cancer
1092,CD010198,CD010198 v. 3.0 Virtual reality training for improving the skills needed for performing surgery of the ear nose or 
1093,CD010203,CD010203 v. 2.0 High-intensity versus low-intensity physical activity or exercise in people with hip or knee osteoar
1094,CD010204,CD010204 v. 2.0 Psychological therapies for post-traumatic stress disorder and comorbid substance use disorder
1095,CD010205,CD010205 v. 3.0 Zinc supplementation for the promotion of growth and prevention of infections in infants less than s
1096,CD010215,CD010215 v. 2.0 Psychological interventions for people with hemophilia
1097,CD010216,CD010216 v. 26.27 Electronic cigarettes for smoking cessation
1098,CD010232,CD010232 v. 3.0 Interventions aimed at communities to inform andor educate about early childhood vaccination
1099,CD010239,CD010239 v. 5.0 Lower versus higher oxygen concentrations titrated to target oxygen saturations during resuscitation
1100,CD010242,CD010242 v. 2.0 Mycophenolate mofetil for relapsing-remitting multiple sclerosis
1101,CD010252,CD010252 v. 2.4 Antibody induction versus corticosteroid induction for liver transplant recipients
1102,CD010254,CD010254 v. 4.0 Rosuvastatin for lowering lipids
1103,CD010255,CD010255 v. 3.0 Telerehabilitation services for stroke
1104,CD010257,CD010257 v. 3.0 Antibiotics for exacerbations of chronic obstructive pulmonary disease
1105,CD010263,CD010263 v. 2.0 Non-pharmacological interventions for alleviating pain during orthodontic treatment
1106,CD010266,CD010266 v. 2.0 Antibiotic prophylaxis for preventing infectious complications in orthognathic surgery
1107,CD010274,CD010274 v. 3.0 Interventions for tobacco use cessation in people in treatment for or recovery from substance use di
1108,CD010287,CD010287 v. 6.18 Aromatase inhibitors (letrozole) for ovulation induction in infertile women with polycystic ovary sy
1109,CD010292,CD010292 v. 5.0 Serotonin and noradrenaline reuptake inhibitors (SNRIs) for fibromyalgia
1110,CD010315,CD010315 v. 7.4 Blood pressure targets for the treatment of people with hypertension and cardiovascular disease
1111,CD010321,CD010321 v. 2.0 Interventions for preventing abuse in the elderly
1112,CD010323,CD010323 v. 8.1 Interventions for the reduction of prescribed opioid use in chronic non-cancer pain
1113,CD010324,CD010324 v. 3.1 Enzyme replacement and substrate reduction therapy for Gaucher disease
1114,CD010334,CD010334 v. 3.0 Interventions for hirsutism (excluding laser and photoepilation therapy alone)
1115,CD010342,CD010342 v. 5.0 Interventions to improve hearing aid use in adult auditory rehabilitation
1116,CD010346,CD010346 v. 3.0 Yoga for asthma
1117,CD010356,CD010356 v. 2.1 Preoperative inspiratory muscle training for postoperative pulmonary complications in adults undergo
1118,CD010358,CD010358 v. 2.5 Perioperative dexmedetomidine for acute pain after abdominal surgery in adults
1119,CD010365,CD010365 v. 2.0 Continuous versus interrupted skin sutures for non-obstetric surgery
1120,CD010383,CD010383 v. 3.89 First-line treatment of advanced epidermal growth factor receptor (EGFR) mutation positive non-squam
1121,CD010389,CD010389 v. 2.0 Imiquimod for anogenital warts in non-immunocompromised adults
1122,CD010390,CD010390 v. 2.0 Qigong for the primary prevention of cardiovascular disease
1123,CD010395,CD010395 v. 2.0 Remote and web 2.0 interventions for promoting physical activity
1124,CD010398,CD010398 v. 1.2 The effect of pharmacist-provided non-dispensing services on patient outcomes health service utilis
1125,CD010410,CD010410 v. 4.0 Low dose naltrexone for induction of remission in Crohn's disease
1126,CD010411,CD010411 v. 4.0 Systematic versus opportunistic risk assessment for the primary prevention of cardiovascular disease
1127,CD010443,CD010443 v. 4.0 Combined diet and exercise interventions for preventing gestational diabetes mellitus
1128,CD010455,CD010455 v. 5.0 Down-titration and discontinuation strategies of tumour necrosis factorblocking agents for rheumato
1129,CD010461,CD010461 v. 4.0 Advanced sperm selection techniques for assisted reproduction
1130,CD010468,CD010468 v. 3.0 Diaries for recovery from critical illness
1131,CD010469,CD010469 v. 2.15 Corticosteroid implants for chronic non-infectious uveitis
1132,CD010485,CD010485 v. 2.0 Interventions for treating genital Chlamydia trachomatis infection in pregnancy
1133,CD010494,CD010494 v. 2.186 Mobility training for increasing mobility and functioning in older people with frailty
1134,CD010496,CD010496 v. 2.0 Probiotics for vulvovaginal candidiasis in non-pregnant women
1135,CD010512,CD010512 v. 2.0 Endovascular revascularisation versus conservative management for intermittent claudication
1136,CD010515,CD010515 v. 2.6 Personally tailored activities for improving psychosocial outcomes for people with dementia in commu
1137,CD010516,CD010516 v. 2.4 Non-steroidal anti-inflammatory drugs versus corticosteroids for controlling inflammation after unco
1138,CD010523,CD010523 v. 3.0 Personalised care planning for adults with chronic or long-term health conditions
1139,CD010526,CD010526 v. 3.0 Dental cavity liners for Class I and Class II resin-based composite restorations
1140,CD010529,CD010529 v. 7.6 Interventions for the management of malignant pleural effusions a network meta-analysis
1141,CD010534,CD010534 v. 2.0 Parent-infant psychotherapy for improving parental and infant mental health
1142,CD010535,CD010535 v. 2.0 Oral health educational interventions for nursing home staff and residents
1143,CD010538,CD010538 v. 2.0 Topical herbal therapies for treating osteoarthritis
1144,CD010551,CD010551 v. 3.0 Pelvic floor muscle training added to another active treatment versus the same active treatment alon
1145,CD010554,CD010554 v. 2.5 Yoga versus standard care for schizophrenia
1146,CD010557,CD010557 v. 2.0 Pharmacological interventions for treatment-resistant depression in adults
1147,CD010558,CD010558 v. 3.0 Psychological therapies for treatment-resistant depression in adults
1148,CD010569,CD010569 v. 3.0 Enhanced rehabilitation and care models for adults with dementia following hip fracture surgery
1149,CD010585,CD010585 v. 6.0 Combination pharmacotherapy for the treatment of fibromyalgia in adults
1150,CD010590,CD010590 v. 2.39 Erythropoiesis-stimulating agents for anaemia in adults with chronic kidney disease a network meta-
1151,CD010592,CD010592 v. 2.3 Intranasal corticosteroids for non-allergic rhinitis
1152,CD010596,CD010596 v. 3.0 Exercise versus no exercise for the occurrence severity and duration of acute respiratory infectio
1153,CD010599,CD010599 v. 2.0 Anthelmintic drugs for treating ascariasis
1154,CD010606,CD010606 v. 2.162 Interventions for treating fractures of the distal femur in adults
1155,CD010610,CD010610 v. 3.0 Topiramate for the prophylaxis of episodic migraine in adults
1156,CD010613,CD010613 v. 2.2 Intensity of continuous renal replacement therapy for acute kidney injury
1157,CD010640,CD010640 v. 2.11 Iron therapy in anaemic adults without chronic kidney disease
1158,CD010641,CD010641 v. 2.4 Person-directed non-pharmacological interventions for sleepiness at work and sleep disturbances cau
1159,CD010643,CD010643 v. 2.0 Hyaluronic acid and other conservative treatment options for osteoarthritis of the ankle
1160,CD010651,CD010651 v. 2.0 Surgical versus non-surgical management for pleural empyema
1161,CD010660,CD010660 v. 2.0 Interventions for managing asthma in pregnancy
1162,CD010662,CD010662 v. 2.0 Behavioral interventions for improving condom use for dual protection
1163,CD010666,CD010666 v. 1.6 Micronutrient supplementation for children with HIV infection
1164,CD010668,CD010668 v. 1.109 Belimumab for systemic lupus erythematosus
1165,CD010669,CD010669 v. 2.0 Tools developed and disseminated by guideline producers to promote the uptake of their guidelines
1166,CD010671,CD010671 v. 2.95 Yoga for chronic non-specific low back pain
1167,CD010675,CD010675 v. 2.0 Surgical interventions (microfracture drilling mosaicplasty and allograft transplantation) for tr
1168,CD010678,CD010678 v. 3.2 Artemether for severe malaria
1169,CD010681,CD010681 v. 7.0 Adjuvant chemotherapy for advanced endometrial cancer
1170,CD010683,CD010683 v. 3.5 Methods to decrease blood loss during liver resection a network meta-analysis
1171,CD010690,CD010690 v. 2.1 Interventions for chronic kidney disease-associated restless legs syndrome
1172,CD010693,CD010693 v. 6.5 Peroxisome proliferator-activated receptor gamma agonists for preventing recurrent stroke and other 
1173,CD010697,CD010697 v. 2.0 Fortification of staple foods with zinc for improving zinc status and other health outcomes in the g
1174,CD010703,CD010703 v. 2.0 Eszopiclone for insomnia
1175,CD010734,CD010734 v. 2.0 Iodine fortification of foods and condiments other than salt for preventing iodine deficiency diso
1176,CD010735,CD010735 v. 2.84 Laser-assisted cataract surgery versus standard ultrasound phacoemulsification cataract surgery
1177,CD010736,CD010736 v. 2.0 Oxandrolone for growth hormone-treated girls aged up to 18 years with Turner syndrome
1178,CD010737,CD010737 v. 2.0 Advance care planning for haemodialysis patients
1179,CD010742,CD010742 v. 2.2 System change interventions for smoking cessation
1180,CD010743,CD010743 v. 2.5 Xylitol-containing products for preventing dental caries in children and adults
1181,CD010744,CD010744 v. 4.0 Smoking cessation for people with chronic obstructive pulmonary disease
1182,CD010747,CD010747 v. 2.2 Autologous cells derived from different sources and administered using different regimens for 'no-op
1183,CD010753,CD010753 v. 2.0 Antidepressants for insomnia in adults
1184,CD010754,CD010754 v. 3.0 Early intervention (mobilization or active exercise) for critically ill adults in the intensive care
1185,CD010756,CD010756 v. 5.1 Corticosteroids for the management of cancer-related pain in adults
1186,CD010758,CD010758 v. 3.0 Vilanterol and fluticasone furoate for asthma
1187,CD010763,CD010763 v. 2.0 Patient-initiated appointment systems for adults with chronic conditions in secondary care
1188,CD010766,CD010766 v. 6.0 Chelation for autism spectrum disorder (ASD)
1189,CD010767,CD010767 v. 2.2 Intermittent preventive antimalarial treatment for children with anaemia
1190,CD010770,CD010770 v. 2.0 Selective progesterone receptor modulators (SPRMs) for uterine fibroids
1191,CD010777,CD010777 v. 2.0 Ischaemic preconditioning for the reduction of renal ischaemia reperfusion injury
1192,CD010784,CD010784 v. 3.2 Medical and surgical interventions for the treatment of urinary stones in children
1193,CD010789,CD010789 v. 2.0 Whole-body cryotherapy (extreme cold air exposure) for preventing and treating muscle soreness after
1194,CD010791,CD010791 v. 2.0 Impact of medication reconciliation for improving transitions of care
1195,CD010801,CD010801 v. 3.16 Transfusion of red blood cells stored for shorter versus longer duration for all conditions
1196,CD010802,CD010802 v. 2.5 Yoga for improving health-related quality of life mental health and cancer-related symptoms in wome
1197,CD010806,CD010806 v. 2.0 Psychosocial group interventions to improve psychological well-being in adults living with HIV
1198,CD010816,CD010816 v. 2.2 Bortezomib for the treatment of multiple myeloma
1199,CD010840,CD010840 v. 2.0 Cognitive-behavioural interventions for attention deficit hyperactivity disorder (ADHD) in adults
1200,CD010842,CD010842 v. 2.0 Exercise interventions and patient beliefs for people with hip knee or hip and knee osteoarthritis
1201,CD010844,CD010844 v. 2.0 Long-acting inhaled therapy (beta-agonists anticholinergics and steroids) for COPD a network meta-
1202,CD010853,CD010853 v. 5.15 Physiotherapy for pain and disability in adults with complex regional pain syndrome (CRPS) types I a
1203,CD010856,CD010856 v. 4.0 Water fluoridation for the prevention of dental caries
1204,CD010862,CD010862 v. 3.2 Pharmacological interventions for drug-using offenders
1205,CD010866,CD010866 v. 2.0 Screening for genital chlamydia infection
1206,CD010872,CD010872 v. 1.29 Fibrin-based haemostatic agents for reducing blood loss in adult liver resection
1207,CD010880,CD010880 v. 3.0 Peer support for people with schizophrenia or other serious mental illness
1208,CD010887,CD010887 v. 4.10 Non-surgical adjunctive interventions for accelerating tooth movement in patients undergoing orthodo
1209,CD010893,CD010893 v. 15.0 Interventions for reducing inflammation in familial Mediterranean fever
1210,CD010901,CD010901 v. 3.4 Interventions for drug-using offenders with co-occurring mental health problems
1211,CD010905,CD010905 v. 3.0 Human resource management training of supervisors for improving health and well-being of employees
1212,CD010907,CD010907 v. 3.0 Interventions to facilitate shared decision making to address antibiotic use for acute respiratory i
1213,CD010910,CD010910 v. 4.0 Interventions for female drug-using offenders
1214,CD010912,CD010912 v. 5.0 Workplace interventions for reducing sitting at work
1215,CD010915,CD010915 v. 2.0 Behavioral interventions for improving dual-method contraceptive use
1216,CD010927,CD010927 v. 1.0 Dihydroartemisinin-piperaquine for treating uncomplicated Plasmodium falciparum malaria
1217,CD010931,CD010931 v. 2.0 Risk of endometrial cancer in women treated with ovary-stimulating drugs for subfertility
1218,CD010947,CD010947 v. 2.3 Cerebral near-infrared spectroscopy (NIRS) for perioperative monitoring of brain oxygenation in chil
1219,CD010951,CD010951 v. 2.7 Autologous blood and platelet-rich plasma injection therapy for lateral elbow pain
1220,CD010954,CD010954 v. 2.5 Immunonutrition for patients undergoing surgery for head and neck cancer
1221,CD010956,CD010956 v. 5.19 Oral direct thrombin inhibitors or oral factor Xa inhibitors versus conventional anticoagulants for 
1222,CD010957,CD010957 v. 3.13 Oral direct thrombin inhibitors or oral factor Xa inhibitorsversus conventional anticoagulants for 
1223,CD010959,CD010959 v. 3.0 Effectiveness and safety of procalcitonin evaluation for reducing mortality in adults with sepsis s
1224,CD010960,CD010960 v. 2.0 Injection therapies for Achilles tendinopathy
1225,CD010965,CD010965 v. 2.0 Interventions for chronic non-hypovolaemic hypotonic hyponatraemia
1226,CD010966,CD010966 v. 3.220 Corrector therapies (with or without potentiators) for people with cystic fibrosis with class II CFT
1227,CD010969,CD010969 v. 3.0 Harms of off-label erythropoiesis-stimulating agents for critically ill people
1228,CD010971,CD010971 v. 3.0 Psychosocial interventions for recurrent abdominal pain in childhood
1229,CD010972,CD010972 v. 2.0 Dietary interventions for recurrent abdominal pain in childhood
1230,CD010973,CD010973 v. 2.0 Pharmacological interventions for recurrent abdominal pain in childhood
1231,CD010980,CD010980 v. 2.0 Methods for blood loss estimation after vaginal birth
1232,CD010994,CD010994 v. 3.0 Health system and community level interventions for improving antenatal care coverage and health out
1233,CD011004,CD011004 v. 2.0 Psychological therapies for panic disorder with or without agoraphobia in adults a network meta-ana
1234,CD011006,CD011006 v. 4.6 Antidepressants for the treatment of depression in people with cancer
1235,CD011010,CD011010 v. 1.23 High flow nasal cannula for respiratory support in term infants
1236,CD011015,CD011015 v. 2.0 Treatment for superficial infusion thrombophlebitis of the upper extremity
1237,CD011016,CD011016 v. 2.0 Omega-3 and omega-6 polyunsaturated fatty acids for dry eye disease
1238,CD011019,CD011019 v. 4.10 Telerehabilitation for people with low vision
1239,CD011020,CD011020 v. 3.0 Technological aids for the rehabilitation of memory and executive functioning in children and adoles
1240,CD011024,CD011024 v. 2.0 Interventions for increasing acceptance of local anaesthetic in children and adolescents having dent
1241,CD011027,CD011027 v. 2.53 Oral dextrose gel for the treatment of hypoglycaemia in newborn infants
1242,CD011031,CD011031 v. 3.0 Laparoscopic surgery for endometriosis
1243,CD011032,CD011032 v. 2.0 Intermittent inhaled corticosteroid therapy versus placebo for persistent asthma in children and adu
1244,CD011038,CD011038 v. 2.0 Topical antimicrobial agents for treating foot ulcers in people with diabetes
1245,CD011044,CD011044 v. 2.0 Chemotherapy and radiotherapy for advanced pancreatic cancer
1246,CD011045,CD011045 v. 7.0 Portion package or tableware size for changing selection and consumption of food alcohol and tobac
1247,CD011055,CD011055 v. 2.0 Interventions to improve disposal of child faeces for preventing diarrhoea and soil-transmitted helm
1248,CD011056,CD011056 v. 8.0 Impact of morphine fentanyl oxycodone or codeine on patient consciousness appetite and thirst whe
1249,CD011057,CD011057 v. 3.0 Risperidone versus other antipsychotics for people with severe mental illness and co-occurring subst
1250,CD011058,CD011058 v. 2.0 Caregiver-mediated exercises for improving outcomes after stroke
1251,CD011064,CD011064 v. 2.0 Calcium channel blockers for people with chronic kidney disease requiring dialysis
1252,CD011066,CD011066 v. 2.0 Dehydroepiandrosterone for women in the peri- or postmenopausal phase
1253,CD011069,CD011069 v. 2.1 Different methods and settings for glucose monitoring for gestational diabetes during pregnancy
1254,CD011090,CD011090 v. 2.0 Effects of opioid hypnotic and sedating medications on sleep-disordered breathing in adults with ob
1255,CD011094,CD011094 v. 6.0 Omega-6 fats for the primary and secondary prevention of cardiovascular disease
1256,CD011101,CD011101 v. 2.3 Interventions to reduce shoulder pain following gynaecological laparoscopic procedures
1257,CD011107,CD011107 v. 2.2 Alpha-2 adrenergic agonists for the prevention of shivering following general anaesthesia
1258,CD011108,CD011108 v. 2.66 Hydromorphone for cancer pain
1259,CD011109,CD011109 v. 2.4 Probing for congenital nasolacrimal duct obstruction
1260,CD011110,CD011110 v. 3.0 Anti-adhesion therapy following operative hysteroscopy for treatment of female subfertility
1261,CD011117,CD011117 v. 8.8 Opioid agonist treatment for people who are dependent on pharmaceutical opioids
1262,CD011118,CD011118 v. 6.0 Psychological therapies (remotely delivered) for the management of chronic and recurrent pain in chi
1263,CD011120,CD011120 v. 2.0 Interventions for tobacco use cessation in people living with HIV and AIDS
1264,CD011123,CD011123 v. 4.0 Systemic treatments for metastatic cutaneous melanoma
1265,CD011129,CD011129 v. 2.0 Early palliative care for adults with advanced cancer
1266,CD011135,CD011135 v. 4.11 Unconditional cash transfers for reducing poverty and vulnerabilities effect on use of health servi
1267,CD011136,CD011136 v. 5.0 Videolaryngoscopy versus direct laryngoscopy for adults undergoing tracheal intubation
1268,CD011138,CD011138 v. 2.0 Parenteral fluid regimens for improving functional outcome in people with acute stroke
1269,CD011151,CD011151 v. 4.0 Intraoperative use of low volume ventilation to decrease postoperative mortality mechanical ventila
1270,CD011152,CD011152 v. 3.0 Home-based multidimensional survivorship programmes for breast cancer survivors
1271,CD011154,CD011154 v. 3.0 Topical benzoyl peroxide for acne
1272,CD011159,CD011159 v. 2.134 Mobile phone-based interventions for improving contraception use
1273,CD011188,CD011188 v. 3.7 Corticosteroids for the treatment of Kawasaki disease in children
1274,CD011207,CD011207 v. 3.0 Community pharmacy interventions for health promotion effects on professional practice and health o
